userid,comment,count_feed_id
1909958037.0,"Sukses terus kak 😍 Mau 👗 DASTER adem, halus, dan ga pasaran? Di @alsa.collection aja 💞 Banyak diskonnya! 🤑",8
844858251.0,"BissmillahirrohmanirrohimTas handbag TP 198 @wittazaky@zesikka88Impian saya adalah memberangkatkan ortu saya haji, menjadi pengusaha sukses, bermanfaat bagi banyak orang..AamiinSemoga rezeki ya Allah & semoga toko @elvicollection semakin sukses😊😊#1212myfeed #fashion #giveaway",8
1357834209.0,Seneng banget blanja di @dyn_clothingline skarang bisa COD an......blanja smakin mudah😊😊,8
1622368866.0,Yuk cek toko kami @shoeshe.indo banyak pilihan sandal cantik kualitas ok dengan harga murah,8
1903894731.0,MAU ❤️ Bismillah semoga rejeki q @momazka25 @rafankhurota @anisavirzia @anie5afria @kayyisaai,8
178936870.0,Baju dan handphone #shopeefeedgiveaway,8
854761468.0,1. Warna baju 👕2. Warna hp 📱#ShopeeFeedGiveaway,8
1219808825.0,Mau bismillahirrahmaanirrahiim @bebrave46 @doflamingoberg @rummani00,8
280860177.0,Dapatkan promo tas murah dan voucher menarik dr @fashionbatam,8
1871524984.0,"""happy birthday shopee"" fix harus menang ini soal nya produk di @vileohandicraft itu bagus bagus saya suka hayu ikut gabung kalo ga bakal nyesel@xhakaputraahmed@meyziinggapradisa@ahmadhendrayadin@yenyenn78@risa3rut#1212myfeed#shopeegiveaway#giveaway",8
1178671413.0,"Saya ingin tas TP205 impian saya ingin keliling dunia bersama orang tua, @azvi_vivin @ikenurmaidah10. Saya juga ingin memberangkatkan orang tua pergi haji, membahagiakan kedua orang tua, membalas semua jasa"" beliau, dan semoga keluarga kecil kami segera bertambah 😊😊😊. Amin🙏🙏🙏 ditambah lagi ingin mendapatkan tas dari @elvicollection, semoga saya beruntung kali ini #1212myfeed #Giveaway #fashion",8
1178671413.0,"Saya ingin tas TP205 impian saya ingin keliling dunia bersama orang tua, @azvi_vivin @ikenurmaidah10. Saya juga ingin memberangkatkan orang tua pergi haji, membahagiakan kedua orang tua, membalas semua jasa"" beliau, dan semoga keluar kecil kami segera bertambah 😊😊😊. Amin🙏🙏🙏 ditambah lagi ingin mendapatkan tas dari @elvicollection, semoga saya beruntung kali ini #1212myfeed #Giveaway #fashion",8
573607059.0,"Sukses terus kak 😍 Mau 👗 DASTER adem, halus, dan ga pasaran? Di @alsa.collection aja 💞 Banyak diskonnya! 🤑",8
1903894731.0,MAU  ❤️ Bismillah semoga rejeki q @momazka25 @rafankhurota @anisavirzia,8
854761468.0,Smartphone #1212GiveawayFeed,8
498084017.0,"#1111fashiongiveaway Ikutan yukkkkk @novitaayu30@erna_setyorini @renijambi @putri.ayuningtyas15 @desyratnasari26 #giveaway #1111kompetisi Bismillah, semoga aq jd salah satu yang beruntung dapetin 😇",8
464865543.0,"Mau, bandar lampung @ikanrmlprtm16 @risadwrydi",7
1887411810.0,MAU,7
1006601298.0,MAU @amyaniayam @fitriicokicoki @sestuwida @aiylarasyid123 @nizarnurdiansyah08 @nur_hamiyah @Firdajasmen18 @muhammadnurtiyan @acaah24,7
464865543.0,Kuy ikutan @intanberthaa @ikanrmlprtm16 @risadwrydi mau backpack,7
912152694.0,"""""MAU"""" #shopeefeed",7
1871524984.0,#1212fashiongiveaway@ahmadhendrayadin@xhakaputraahmed@yenyenn78,7
397952741.0,Warna baju dan warna handphone #ShopeeFeedGiveAway,7
965491097.0,Warna baju dan handphone #ShopeeFeedGiveaway,7
854761468.0,C #ShopeeFeed,7
340421153.0,Wish me luck Mau yg A 🙏 @yusioei @julia_paopao @santy_oneng,7
927817669.0,MAU #ShopeeFeedMAU #ShopeeFeed,7
854761468.0,MANTAP #ShopeeFeed,7
859917298.0,MAU,7
854761468.0,B #1212GiveawayFeed@ariestasean,7
1466453254.0,Baju dan handphone #ShopeeFeedGiveaway,7
1374033103.0,MAU😍😍 bismilah semoga aq beruntung aminn🙏 @dianagina45 @sii.595 @entik95 #1212myfeed #fashion #rekomendasiinfluencer,7
1996459820.0,Hallo kak disini saya menawarkan jasa menaikan followers shopee1000 followers : Rp 50.000Bagaimana cara order nya ?Bisa whatsapp ke nomer pribadi saya kakWhatsapp : 081224859881Prosses hanya menggunakan unsernameProssss hanya 10 menit followers langsung masuk 😍Pembayaran setelah followers masuk.Anda puas kami pun senang.Aman terpercaya No Tipu Tipu !!!,7
2041309763.0,"Mau cari kaos distro yg keren dan kekinian, tapi harga bersahabat? Cek katalog @rapstore_id, dan dapatkan promo DOUBLE DISCOUNTnya 🎉🎉🎉",7
1357834209.0,Bakal ada koleksi Terbaru nih @dyn_clothingline....yg pastinya cantik2 dan realpict karna ownernya sendiri yg jd model masyaAllah😍😍💕,7
1098216622.0,Warna baju (orange & hijau) dan warna handphone (merah & biru)#shopeefeedgiveaway,7
1928244373.0,"Semoga makin Laris terus ya kak 😍💕💕... Bantu Like dan Komen balik di postingan terbaru @cla_tumbler ya kak,mksih 👍",7
1959862660.0,Hallo kak disini saya menawarkan jasa menaikan followers shopee1000 followers : Rp 50.000Bagaimana cara order nya ?Bisa whatsapp ke nomer pribadi saya kakWhatsapp : 088229397474Prosses hanya menggunakan unsernameProssss hanya 10 menit followers langsung masuk 😍Pembayaran setelah followers masuk.Anda puas kami pun senang.Aman terpercaya No Tipu Tipu !!!,7
274309649.0,FREE BONUS GIFT UNTUK PEMBELIAN 💄DI @rioonashop,6
1871524984.0,mau dong.. hai aku dari garut salam kenal🥰🥰 jangan lupa ikutan@xhakaputraahmed@risa3rut,6
464865543.0,Mau @ikanrmlprtm16 @risadwrydi @intanberthaa #1212fashiongiveaway,6
2024975702.0,Handphone dan baju #ShopeeFeedGiveaway,6
1808448403.0,Bismillah semoga beruntung @nurulbaidoh @wildimaliki15 @vinisihombing28 #giveaway #rekomendasiinfluencer #beauty,6
461415823.0,Udah lama saya pake some by mi... Ingin bgt dapat snail buat bekas jerawat kuuuuu ~Semoga kuu  beruntung ^^ . Yukk follow account shopee @Kbeautylx.id Semoga  beruntung mendapatkan paket snail truecica untuk menghilangkan bekas jerawat. .. yukk dicoba @idhaafc @Silvanatashi @widiabdulmalik234 @calistong @rismauh #kbeautylx,6
181789693.0,"MAU, BISMILLAH SEMOGA BERUNTUNG @shelviiia @sischanasa @damayslalu29",6
340421153.0,MAU A 🙏 @yusioei @julia_paopao @santy_oneng,6
85036515.0,Mauu dong kakak 😍😍😍 @iasyogaswara @mulandoang @yenyenn78,6
92667728.0,Bantu LIKE + KOMEN Balik ke. 2 Photo ( Postingan ) saya iya kakTerimakasihGood Luck,6
139552891.0,"Done Follow kak , Yuk ikutan :@adityaazka202 @intan.clodi @irsyadmaulana959 #giveaway #rekomendasiinfluencer #fashion",6
95938694.0,"Kak, pembelian grosir minimal berapa buah?",6
854761468.0,B #1212GiveawayFeed @ariestasean,6
773481170.0,Warna baju dan handphone #shopeefeedgiveaway,6
1328494677.0,Baju dan hp😁.#ShoopeFeedGiveaway,6
1941345545.0,Bismillah Semoga Rezeki @dwiyuni17 @galuh.patricia @kanza098,6
371654945.0,Handphone dan baju 😊 #ShopeeFeedGiveaway,6
1756689884.0,PROMO!! BELI 3 PCS CELANA CHINO HANYA 200RB.. + GRATIS ONGKIR 😍@ztwofashion,6
1922781815.0,@alzena0606 @imamramdani18   Pengen hadiah  SEPATU WANITA SP006 SNEAKER OLAHRAGA KEKINIAN warna pink Impian saya bisa membuka usaha kecil-kecil an apa lagi bisa menjual produk dari toko ini  dan yg pasti impian saya juga ingin  memenangkan giveaway ini😄😄 bismillah semoga menang 💪💪,6
1006601298.0,JELITA ASYIK... Yukk buruan ikutan dan maskeran bareng aku. 😁😁😁 @amyaniayam @fitriicokicoki @is1999 @aiylarasyid123 @nizarnurdiansyah08 @nur_hamiyah,6
1903894731.0,MAU  ❤️ Bismillah semoga rejeki q @momazka25 @rafankhurota @anisavirzia @anie5afria @kayyisaai,6
1037317507.0,SHOPEE TANAM🌾🌾🍎🍎🍊🍊#BagiBagiExtraLife,6
1922781815.0,@robyatul. @luay.ahmad  hadiah  SEPATU WANITA SP006 SNEAKER OLAHRAGA KEKINIAN warna pink Impian saya bisa membuka usaha kecil-kecil an apa lagi bisa menjual produk dari toko ini  dan yg pasti impian saya juga ingin  memenangkan giveaway ini😄😄 bismillah semoga menang 💪💪,6
323929590.0,Bismillah semoga beruntung @pettroll @wahyumendol @silviadamayanti05,6
485556432.0,"last day semoga menang iphone xr, samsung note 10 ato ipad air 2 @defams @yunigj @listiaemmawati",6
962435498.0,Warna hp dan warna baju . #ShopeeFeedGiveaway,6
313770157.0,Butuhh Wajah jadi Cantik & Bersih ?? & Badan Ideal ?? Yuk kak Cek TOKO kami ^_^ @muhammad_arif_nugroho,6
992519430.0,MAU #shopeefeed,6
571972506.0,Warna Baju dan Handphone#ShopeeFeedGiveaway,6
498084017.0,Mauuuuuuu banget kakk 💚💚Bkin ngiler deh eyebrow kit nya 😍😍Follow toko @veronikamayantisitungkir Ada giveaway menarik loh 😇Ikut yukkkk @lailamboh@ernakorniati26@desyratnasari26@putri.ayuningtyas15 @renijambi @erna_setyorini @amaliasusanti11 Ke jakarta naik buswayBuat beli jarum dan benangYuk semua ikutan giveawaySiapa tau kita yang menang 😇#shopeefeed #shopeefeedgiveaway #beauty,6
1395417237.0,KAMI TOKO BARU LAGI PROMO BIG SALE ALL PRODUK DI @badunkshop BERLAKU HANYA 2 HARI SAJA 😊😀 :D,5
1853131500.0,"Mau tampil keren,, buruan belanja di @dyn_clothingline 🤩",5
1357834209.0,Cantiknya kebangetan ini mah💕💕...koleksinya @dyn_clothingline Mantulll masyaAllah😍😍👍👍,5
1626067106.0,👈🏻yuk cek toko kami @ohseeya.idbanyak pilihan pakaian wanita👗👗 Dan sandal cantik 👡👡kualitas ok dengan harga murah😘😘😘,5
1463211001.0,Warna baju dan warna hp #shopeefeedgiveaway,5
498084017.0,"Mauuuu MAGETAN kakk 😇😇Cantiknyaa,bkin ngiler deh dasternya 💚💚💚 Yukkk ikutann give away dr kak@mahasya@ernakorniati26@novitaayu30 @renijambi @putri.ayuningtyas15 @lailamboh@desyratnasari26 #1111kompetisi",5
1006601298.0,Mau @amyaniayam@sestuwida @aiylarasyid123 @nizarnurdiansyah08 @nur_hamiyah @fitriicokicoki @is1999 @imamramadan006 @acaah24 @firdajasmine @anggrajo@ilfaahmad28 @nizarnurdin@rosyidatuelchasanah @muhammadnurtiyan @rhuurhoo@faradibashb@ilakarmila322 @fihanahmad@amsikusumawarni @khofifass @faaaaaridd @amiebong @liatuljye @sintaflow @yusnitaoktavi1@rafanfadhila,5
498084017.0,"Assalamualaikum kakak @ikafarida 😊😊😊Saya mau banget donk gamis pesta nya kak 😍😍Cantik* banget, jd ngiler smpe netes nih kak air liur q liat koleksi gamis di toko kakak 💚💚💚Yuk guys kalian wajib bgt follow kak@ikafarida ,dan jgn sampai ketinggalan giveaway nya juga ya,, yuk guys segeraaa ikutann!! 💃💃@sii.595@lailamboh @vikanailamaharani@laila_sftr123@tridarmawatiningsih@renijambi@desyratnasari26@ernakorniati26#1212myfeed#fashion#giveawaygamisSemoga beruntung dpt in gamis dr kakak 😇",5
569011677.0,(B)#1212GiveawayFeed@andrana_k79,5
403354327.0,Baju dan Handphone #ShopeeFeedGiveaway,5
30041354.0,Promo akhir tahun diskon produk blouse tunik gamis syari sampai koleksi anak,5
1357834209.0,Selalu suka koleksi2 nya @dyn_clothingline harga terjangkau kualitas jangan ditanyakan lg😊💕💕,5
436788923.0,Baju dan handphone #shopeefeedgiveaway,5
652795223.0,MAU 😘 BANDUNG @ajengmailani199 @rendynalacktax2159,5
2033134590.0,Bismillah@riyan_r1m@muhammadronaldi2000@dianwintercoming14Ig:diar_handani69,5
464865543.0,#1111fashiongiveaway @ikanrmlprtm16,5
464865543.0,#1111fashiongiveaway @intanberthaa,5
1645492211.0,C. Sajo Gochujang. Bismillah semoga rezekinya aminnn.#giveaway #voucherbelanja #voucher,5
1532972922.0,Smoga sya yg berntung@aliykhirana @salwaasma77 @bibiesalwa,5
1395417237.0,@badunkshop BIG SALE 21% HANYA 2 HARI :D,5
1532972922.0,Smoga sya yg berntung@aliykhirana @salwaasma77 @bibiesalwa#Q81shop#Giveaway,5
374799986.0,Hobi masak? Ceki ceki yuk 🤫,5
1941345545.0,Mauu banget yang rose #giveaway #maskerorganik #maskerwajah,5
1178671413.0,"Jawabannya 2, ayo ikutan @azvi_vivin @ikenurmaidah10, pengen eye cream",5
1922781815.0,@robyatul. @diananisa79 Pengen hadiah  SEPATU WANITA SP006 SNEAKER OLAHRAGA KEKINIAN warna pink Impian saya bisa membuka usaha kecil-kecil an apa lagi bisa menjual produk dari toko ini  dan yg pasti impian saya juga ingin  memenangkan giveaway ini😄😄 bismillah semoga menang🙏🙏🙏,5
1778226218.0,.Mau @fitrinaa78 @yenyenn78 @nitataalestari,5
218997685.0,Baju dan Handphone#ShopeeFeedGiveaway,5
1006601298.0,MAU @amyaniayam @fitriicokicoki @is1999 @aiylarasyid123 @nizarnurdiansyah08 @nur_hamiyah @Firdajasmen18 @muhammadnurtiyan @acaah24,5
215851001.0,Follow akun Shopee Ardiles Metro di @ardilesmetro dan dapatkan diskon sebesar 10%. Ayo follow aja sekarang kak! 🙏,5
323929590.0,B #1212GiveawayFeed @pettroll,5
1029690689.0,B #1212giveawayfeed @melati.v05,5
1049121306.0,Baju dan Handphone #ShopeeFeedGiveaway,5
943431337.0,Baju dan handphone #ShopeeFeedGiveaway,5
323929590.0,Mau @pettroll @aisyahnuha1 @silviadamayanti05,5
943158437.0,Mau cari liptint dan lipcream?mau beli ecer dan lusanan harga murmerr cekk sekarangt,5
323929590.0,Semoga beruntung @pettroll @aisyahnuha1  @silviadamayanti05,5
1178671413.0,Bismillah semoga rezeki @azvi_vivin @imeldapasirian @ikenurmaidah10 @melindaratna @puputmirawati123 #shinjumivitacwhiteessence #beauty,5
329546830.0,Warna baju dan warna handphone #ShopeeFeedGiveaway,5
498084017.0,Maaauu Mauuu banget kakakkk 💜💜Semoga aq jd yang terberuntung 😇😇Yuk follow kak @fevinashop_hijab Dan ikutin giveawaynya yukkkkk!!! @lailamboh@desyratnasari26 @novitaayu30 @renijambi @erna_setyorini@putri.ayuningtyas15@ernakorniati26#giveaway #dress #gamis,5
1987746097.0,New arrivals! Koleksi baru yang bikin mupeng dan kebayang bayang karena bagus dan caaakeeeeuup banget 😍😍😍🤤🤤,5
1219808825.0,Mau 😍🎁❤️ Bismillahirrahmaanirrahiim @bebrave46 @doflamingoberg @rummani00,5
1989580107.0,#1111fashiongiveaway @khumaira_30🎉🎊,5
1219808825.0,Mau bismillahirrahmaanirrahiim @nadiaalaydrus @pruequestarainey @shallowky.id,5
138838175.0,Game SHOPEE TANAM 🍊🍊 #BagiBagiEkstraLife,5
1693726062.0,Jawabannya 2 . Bismillah beruntung ikutan kuy @aristadella208 @fiatuintibahMau red jellynya kak,5
793045334.0,Kunjungi@dewiwilyana menjual aksesoris dan perlengkapan bayi import dengan harga murah dan berkualitas,4
1803289800.0,WARNA HANDPHONE & WARNA BAJU #ShopeeFeedGiveaway,4
1848813045.0,"Yuhuuu @kbeautylx.id lg ngadain Giveaway yg wahhh bgt lohh yaitu 1 set skincare dri brand SOME BY MI SNAIL TRUECICA. Ini bagussss bgt buat ngilangin bopeng yuk yg mau dpt GAnya follow akun @kbeautylx.id lalu ikuti Rulesnya, wish us luck dear❤ @seliaaaaa_ @andreeee1604 @berbymartz @tayangfarel @bursid08 #kbeautylx",4
1395417237.0,LAGI PROMO BIG SALE ALL PRODUK DI @badunkshop BERLAKU HANYA 2 HARI SAJA 😊😀 :D,4
573607059.0,"Sukses terus kak 💕 Nyari daster adem, halus, dan ga pasaran? Disini aja 👗 @alsa.collection. Banyak diskonnya 💲💞",4
1427431237.0,Warna handpone dan baju #shopeefeedgiveaway,4
1219808825.0,@nadiaalaydrus @pruequestarainey @shallowky.id @localprideshop @miq_fashion Saya ingin hadiah Tas dari @elvicollection ❤️😍🎁Impian saya untuk membahagiakan kedua orang tua dan keluarga saya. Ingin menjadi wanita yang sukses dalam berkarir dan sukses dunia akhirat. Mendapatkan tas ini termasuk impian saya. Ingin sekali memberikan tas cantik ini kepada seseorang yang spesial dalam hidup saya. Aamiin.. Semoga semakin sukses jualannya ya kak ❤️😊👍,4
